tanggal,waktu,id,produk
06/19/2023 07:49:00,07:49:00 AM,172,Mika Bolu Uk 22
06/19/2023 07:55:00,07:55:00 AM,173,Selai Stroberi 250gr
06/19/2023 07:55:00,07:55:00 AM,173,Selai Coklat Tulip 250gr
06/19/2023 14:34:00,02:34:00 PM,174,Mika 3xc
06/19/2023 14:34:00,02:34:00 PM,174,Mika 4xc
06/19/2023 14:34:00,02:34:00 PM,174,Sendok Bebek
06/19/2023 14:34:00,02:34:00 PM,174,Sterofoam Seblak
06/19/2023 14:34:00,02:34:00 PM,174,Selai Coklat Tulip 250gr
06/19/2023 16:33:00,04:33:00 PM,175,Plastik Tahan Panas 15x30
06/19/2023 17:03:00,05:03:00 PM,176,Mika Bolu Uk 18
06/19/2023 17:03:00,05:03:00 PM,176,Mika Bolu Uk 18
06/19/2023 17:03:00,05:03:00 PM,176,Cup 14 Oz
06/19/2023 18:26:00,06:26:00 PM,177,Terigu Biasa
06/20/2023 08:47:00,08:47:00 AM,178,Thinwall 350ml
06/20/2023 08:47:00,08:47:00 AM,178,Sendok Makan Bening
06/20/2023 08:47:00,08:47:00 AM,178,Tepung Beras Rosebrand
06/20/2023 08:47:00,08:47:00 AM,178,Tepung Beras Rosebrand
06/20/2023 08:47:00,08:47:00 AM,178,Whippy Haan
06/20/2023 08:47:00,08:47:00 AM,178,Kertas Nasi Putih
06/20/2023 08:47:00,08:47:00 AM,178,Diary Champ
06/20/2023 08:47:00,08:47:00 AM,178,Wincheez
06/20/2023 12:38:00,12:38:00 PM,179,Sterofoam Mangkok Besar
06/20/2023 12:38:00,12:38:00 PM,179,Sterofoam Seblak
06/20/2023 12:39:00,12:39:00 PM,180,Tepung Roti 250gr
06/20/2023 12:43:00,12:43:00 PM,181,Mayonais McLewis 1kg
06/20/2023 12:43:00,12:43:00 PM,181,McLewis Saos Cabe 1kg
06/20/2023 12:43:00,12:43:00 PM,181,Sendok Bebek
06/20/2023 13:21:00,01:21:00 PM,182,Kertas Nasi Osaka
06/20/2023 14:57:00,02:57:00 PM,183,Plastik Ultah
06/20/2023 14:57:00,02:57:00 PM,183,Plastik Ultah
06/20/2023 17:58:00,05:58:00 PM,184,Bader 10x20
06/20/2023 17:58:00,05:58:00 PM,184,Bader 10x20
06/21/2023 06:59:00,06:59:00 AM,185,Cup 14 Oz
06/21/2023 07:00:00,07:00:00 AM,186,Tusuk Sate Panjang
06/21/2023 07:00:00,07:00:00 AM,186,Wayang 12x15x05
06/21/2023 07:06:00,07:06:00 AM,187,Dus Donat
06/21/2023 07:06:00,07:06:00 AM,187,Sterofoam Bubur
06/21/2023 07:06:00,07:06:00 AM,187,Cakra Kembar
06/21/2023 07:06:00,07:06:00 AM,187,Fermipan 50gr
06/21/2023 07:06:00,07:06:00 AM,187,Wincheez
06/21/2023 07:06:00,07:06:00 AM,187,Forvita 500gr
06/21/2023 07:06:00,07:06:00 AM,187,Claris Merah
06/21/2023 07:06:00,07:06:00 AM,187,Selai Stroberi 250gr
06/21/2023 11:41:00,11:41:00 AM,188,Wayang 12x25x05
06/21/2023 11:41:00,11:41:00 AM,188,Wayang 14x25x05
06/21/2023 12:16:00,12:16:00 PM,189,Diamond Coklat Blok
06/21/2023 12:16:00,12:16:00 PM,189,Wayang 20x35x05
06/21/2023 12:16:00,12:16:00 PM,189,Sterofoam Seblak
06/21/2023 13:18:00,01:18:00 PM,190,Mika Brownis Uk L
06/21/2023 15:05:00,03:05:00 PM,191,Sterofoam Mangkok Besar
06/21/2023 15:05:00,03:05:00 PM,191,Sterofoam Seblak
06/21/2023 15:05:00,03:05:00 PM,191,Bader 10x20
06/21/2023 15:05:00,03:05:00 PM,191,Bader 12x25
06/21/2023 15:05:00,03:05:00 PM,191,Sendok Bebek
06/21/2023 15:55:00,03:55:00 PM,192,Thinwall 450ml
06/21/2023 15:55:00,03:55:00 PM,192,Thinwall 450ml
06/21/2023 15:55:00,03:55:00 PM,192,Thinwall 450ml
06/21/2023 15:55:00,03:55:00 PM,192,Thinwall 450ml
06/21/2023 17:41:00,05:41:00 PM,193,Piring Kue
06/21/2023 17:41:00,05:41:00 PM,193,Piring Kue
06/21/2023 18:47:00,06:47:00 PM,194,Tepung Roti 250gr
06/21/2023 19:29:00,07:29:00 PM,195,Terigu Biasa
06/21/2023 19:44:00,07:44:00 PM,196,Dus 12x12
06/22/2023 10:00:00,10:00:00 AM,197,Wayang 10x15x05
06/22/2023 10:00:00,10:00:00 AM,197,Digimon 1 Gelas
06/22/2023 11:27:00,11:27:00 AM,198,Thinwall 400ml
06/22/2023 11:27:00,11:27:00 AM,198,Sagu Mutiara
06/22/2023 11:27:00,11:27:00 AM,198,Evaporasi F&N
06/22/2023 11:27:00,11:27:00 AM,198,Evaporasi F&N
06/22/2023 11:27:00,11:27:00 AM,198,Diamond UHT 1L
06/22/2023 11:27:00,11:27:00 AM,198,Diamond UHT 1L
06/22/2023 11:27:00,11:27:00 AM,198,Dairy Champ
06/22/2023 11:27:00,11:27:00 AM,198,Nutrijel Mangga
06/22/2023 11:27:00,11:27:00 AM,198,Nutrijel Mangga
06/22/2023 11:27:00,11:27:00 AM,198,Puding Susu Mangga
06/22/2023 12:03:00,12:03:00 PM,199,Cup Ager 50ml
06/22/2023 12:03:00,12:03:00 PM,199,Terigu Biasa
06/22/2023 12:03:00,12:03:00 PM,199,Terigu Biasa
06/22/2023 14:08:00,02:08:00 PM,200,Terigu Biasa
06/22/2023 18:18:00,06:18:00 PM,201,Plastik Klip 4x6
06/23/2023 07:33:00,07:33:00 AM,202,Paper Cup Bowl
06/23/2023 07:33:00,07:33:00 AM,202,Soda Kue
06/23/2023 08:12:00,08:12:00 AM,203,Karet Merah
06/23/2023 08:12:00,08:12:00 AM,203,Wayang 10x20x05
06/23/2023 08:12:00,08:12:00 AM,203,Wayang 14x25x05
06/23/2023 08:12:00,08:12:00 AM,203,Gula Pasir 250gr
06/23/2023 09:33:00,09:33:00 AM,204,Selai Coklat Biasa 250gr
06/23/2023 09:38:00,09:38:00 AM,205,Evaporasi F&N
06/23/2023 09:38:00,09:38:00 AM,205,Evaporasi F&N
06/23/2023 09:38:00,09:38:00 AM,205,Evaporasi F&N
06/23/2023 09:38:00,09:38:00 AM,205,Evaporasi F&N
06/23/2023 09:38:00,09:38:00 AM,205,Evaporasi F&N
06/23/2023 09:38:00,09:38:00 AM,205,Evaporasi F&N
06/23/2023 09:38:00,09:38:00 AM,205,Evaporasi F&N
06/23/2023 09:38:00,09:38:00 AM,205,Evaporasi F&N
06/23/2023 09:38:00,09:38:00 AM,205,Tepung Beras Rosebrand
06/23/2023 09:38:00,09:38:00 AM,205,Tepung Beras Rosebrand
06/23/2023 09:38:00,09:38:00 AM,205,Segitiga Biru Kemasan 1kg
06/23/2023 09:38:00,09:38:00 AM,205,Selasih
06/23/2023 09:38:00,09:38:00 AM,205,Puding Susu Mangga
06/23/2023 09:38:00,09:38:00 AM,205,Puding Susu Mangga
06/23/2023 09:38:00,09:38:00 AM,205,Nutrijel Kelapa
06/23/2023 09:38:00,09:38:00 AM,205,Nutrijel Kelapa
06/23/2023 09:38:00,09:38:00 AM,205,Nutrijel Kelapa
06/23/2023 09:38:00,09:38:00 AM,205,Nutrijel Kelapa
06/23/2023 09:38:00,09:38:00 AM,205,Digimon 1 Gelas
06/23/2023 09:38:00,09:38:00 AM,205,Cup 16 Oz
06/23/2023 09:44:00,09:44:00 AM,206,Tepung Tapioka
06/23/2023 09:44:00,09:44:00 AM,206,Tepung Tapioka
06/23/2023 09:48:00,09:48:00 AM,207,Collata Coklat Blok 500gr
06/23/2023 09:48:00,09:48:00 AM,207,Collata Coklat Blok 500gr
06/23/2023 09:48:00,09:48:00 AM,207,Claris Merah
06/23/2023 09:48:00,09:48:00 AM,207,Claris Merah
06/23/2023 09:48:00,09:48:00 AM,207,Claris Merah
06/23/2023 09:48:00,09:48:00 AM,207,Claris Merah
06/23/2023 09:48:00,09:48:00 AM,207,Claris Merah
06/23/2023 09:48:00,09:48:00 AM,207,Chocochips 100gr
06/23/2023 09:48:00,09:48:00 AM,207,Kertas Nasi Putih
06/23/2023 09:48:00,09:48:00 AM,207,Kertas Nasi Putih
06/23/2023 09:51:00,09:51:00 AM,208,Kresek Tomat 15
06/23/2023 09:52:00,09:52:00 AM,209,Tusuk Sate Panjang
06/23/2023 12:43:00,12:43:00 PM,210,Wincheez
06/23/2023 12:43:00,12:43:00 PM,210,Seres Safari Warna
06/23/2023 12:43:00,12:43:00 PM,210,Seres Safari Warna
06/23/2023 12:43:00,12:43:00 PM,210,Seres Kiloan/250gr
06/23/2023 13:23:00,01:23:00 PM,211,Wayang 10x15x05
06/23/2023 13:23:00,01:23:00 PM,211,Wayang 14x25x05
06/23/2023 14:27:00,02:27:00 PM,212,Plastik Tomat 11x30
06/23/2023 15:39:00,03:39:00 PM,213,Bader 10x20
06/23/2023 16:20:00,04:20:00 PM,214,Forvita 500gr
06/23/2023 16:48:00,04:48:00 PM,215,Fermipan Sachet
06/23/2023 16:48:00,04:48:00 PM,215,Mika Bolu Uk 22
06/23/2023 16:48:00,04:48:00 PM,215,Mika Bolu Uk 22
06/24/2023 13:59:00,01:59:00 PM,216,Sendok Bebek
06/24/2023 13:59:00,01:59:00 PM,216,Sumpit Kayu
06/24/2023 13:59:00,01:59:00 PM,216,Selai Coklat Biasa 250gr
06/24/2023 13:59:00,01:59:00 PM,216,Sterofoam Bubur
06/24/2023 13:59:00,01:59:00 PM,216,Sterofoam Seblak
06/24/2023 13:59:00,01:59:00 PM,216,Mika 3xc
06/24/2023 19:04:00,07:04:00 PM,217,Wayang 10x15x05
06/24/2023 21:23:00,09:23:00 PM,218,Gula Pasir 250gr
06/24/2023 21:23:00,09:23:00 PM,218,Gula Pasir 250gr
06/25/2023 12:02:00,12:02:00 PM,219,Plastik Tomat 11x30
06/25/2023 12:03:00,12:03:00 PM,220,Plastik Tomat 14x35
06/25/2023 12:03:00,12:03:00 PM,220,Bader 12x25
06/25/2023 12:03:00,12:03:00 PM,220,Cup Bryan
06/25/2023 16:53:00,04:53:00 PM,221,Plastik OOP Uk 8x12
06/25/2023 18:12:00,06:12:00 PM,222,Wayang 11x25x05
06/25/2023 20:34:00,08:34:00 PM,223,Tepung Roti 250gr
06/25/2023 20:34:00,08:34:00 PM,223,Tepung Roti 250gr
06/25/2023 20:34:00,08:34:00 PM,223,Tepung Roti 250gr
06/25/2023 20:34:00,08:34:00 PM,223,Tepung Roti 250gr
06/25/2023 20:34:00,08:34:00 PM,223,Mayonais Mamayo 1kg
06/25/2023 20:34:00,08:34:00 PM,223,McLewis Saos Cabe 1kg
06/26/2023 11:31:00,11:31:00 AM,224,Fermipan Sachet
06/26/2023 11:32:00,11:32:00 AM,225,Bader 12x25
06/26/2023 11:32:00,11:32:00 AM,225,Bader 12x25
06/26/2023 11:32:00,11:32:00 AM,225,Bader 10x20
06/26/2023 11:32:00,11:32:00 AM,225,Bader 10x20
06/26/2023 11:33:00,11:33:00 AM,226,Cup Bryan
06/26/2023 16:30:00,04:30:00 PM,227,Swallow Coklat
06/26/2023 16:30:00,04:30:00 PM,227,Swallow Coklat
06/26/2023 16:31:00,04:31:00 PM,228,Plastik Tomat 11x30
06/27/2023 07:18:00,07:18:00 AM,229,Sterofoam Nasi
06/27/2023 07:18:00,07:18:00 AM,229,Plastik Alas Bubur
06/27/2023 07:18:00,07:18:00 AM,229,Kertas Nasi Putih
06/27/2023 07:18:00,07:18:00 AM,229,Kresek Tomat 24
06/27/2023 07:53:00,07:53:00 AM,230,Sterofoam Mangkok Besar
06/27/2023 07:53:00,07:53:00 AM,230,Sterofoam Seblak
06/27/2023 07:53:00,07:53:00 AM,230,Sendok Bebek
06/27/2023 07:53:00,07:53:00 AM,230,Bader 10x20
06/27/2023 07:53:00,07:53:00 AM,230,Bader 12x25
06/27/2023 07:53:00,07:53:00 AM,230,Roman
06/27/2023 07:53:00,07:53:00 AM,230,Roman
06/27/2023 07:53:00,07:53:00 AM,230,Tepung Roti 250gr
06/27/2023 07:53:00,07:53:00 AM,230,Selai Coklat Biasa 250gr
06/27/2023 08:19:00,08:19:00 AM,231,Cup 14 Oz
06/27/2023 08:19:00,08:19:00 AM,231,Buldozer 24 Putih
06/27/2023 08:47:00,08:47:00 AM,232,Bader 12x25
06/27/2023 09:05:00,09:05:00 AM,233,Piring Plastik
06/27/2023 09:10:00,09:10:00 AM,234,Evaporasi F&N
06/27/2023 09:10:00,09:10:00 AM,234,Dairy Champ
06/27/2023 09:10:00,09:10:00 AM,234,Nutrijel Strawberry
06/27/2023 09:10:00,09:10:00 AM,234,Nutrijel Strawberry
06/27/2023 09:12:00,09:12:00 AM,235,Tepung Ketan Rosebrand
06/27/2023 09:12:00,09:12:00 AM,235,Maizenaku
06/27/2023 09:12:00,09:12:00 AM,235,Diamond Coklat Blok
06/27/2023 09:13:00,09:13:00 AM,236,Kresek Motto Uk 40 Hitam
06/27/2023 14:53:00,02:53:00 PM,237,Digimon 1 Gelas
06/27/2023 14:53:00,02:53:00 PM,237,Digimon 2 Gelas
06/27/2023 14:54:00,02:54:00 PM,238,Cup 16 Oz
06/27/2023 14:54:00,02:54:00 PM,238,Cup 16 Oz
06/27/2023 14:54:00,02:54:00 PM,238,Tutup Datar Buram
06/27/2023 14:54:00,02:54:00 PM,238,Fermipan Sachet
06/27/2023 19:07:00,07:07:00 PM,239,Plastik Tomat 14x35
06/27/2023 19:25:00,07:25:00 PM,240,Cup 14 Oz
06/27/2023 19:45:00,07:45:00 PM,241,Wayang 11x25x05
06/27/2023 19:45:00,07:45:00 PM,241,Terigu Biasa
06/27/2023 20:17:00,08:17:00 PM,242,Sendok Makan Bening
06/27/2023 20:17:00,08:17:00 PM,242,Sendok Makan Bening
06/27/2023 20:17:00,08:17:00 PM,242,Sendok Makan Bening
06/27/2023 20:17:00,08:17:00 PM,242,Sendok Makan Bening
06/28/2023 08:07:00,08:07:00 AM,243,Gula Pasir 250gr
06/28/2023 08:07:00,08:07:00 AM,243,Puding Susu Mangga
06/28/2023 08:55:00,08:55:00 AM,244,Evaporasi F&N
06/28/2023 08:55:00,08:55:00 AM,244,Sedotan Tekuk
06/28/2023 08:55:00,08:55:00 AM,244,Sedotan Tekuk
06/28/2023 08:55:00,08:55:00 AM,244,Sedotan Tekuk
06/28/2023 08:55:00,08:55:00 AM,244,Sedotan Tekuk
06/28/2023 10:16:00,10:16:00 AM,245,Tepung Roti 250gr
06/28/2023 11:00:00,11:00:00 AM,246,Tusuk Sate Panjang
06/28/2023 11:00:00,11:00:00 AM,246,Wayang 10x15x05
06/28/2023 11:27:00,11:27:00 AM,247,Alumunium Foil
06/28/2023 11:27:00,11:27:00 AM,247,Cup Bryan
06/29/2023 14:37:00,02:37:00 PM,248,Mika 7c
06/29/2023 14:37:00,02:37:00 PM,248,Mika Bolu Uk 22
06/29/2023 14:37:00,02:37:00 PM,248,Mika Bolu Uk 22
06/29/2023 14:37:00,02:37:00 PM,248,Mika Bolu Kotak Uk 22
06/29/2023 14:37:00,02:37:00 PM,248,Pasta Pandan
06/29/2023 14:37:00,02:37:00 PM,248,Vanili Pepaya
06/29/2023 14:37:00,02:37:00 PM,248,Vanili Pepaya
06/29/2023 14:37:00,02:37:00 PM,248,Bader 15x30
06/29/2023 14:38:00,02:38:00 PM,249,Bader 10x20
06/29/2023 14:38:00,02:38:00 PM,249,Bader 10x20
06/29/2023 14:38:00,02:38:00 PM,249,Bader 10x20
06/29/2023 14:38:00,02:38:00 PM,249,Bader 10x20
06/29/2023 14:38:00,02:38:00 PM,249,Bader 10x20
06/29/2023 14:38:00,02:38:00 PM,249,Bader 10x20
06/29/2023 16:34:00,04:34:00 PM,250,Wayang 14x25x05
06/29/2023 18:51:00,06:51:00 PM,251,Plastik Tomat 15x35
06/30/2023 08:03:00,08:03:00 AM,252,Kresek Tomat 15
06/30/2023 08:03:00,08:03:00 AM,252,Bader 10x20
06/30/2023 08:03:00,08:03:00 AM,252,Tusuk Sate Panjang
06/30/2023 08:03:00,08:03:00 AM,252,Tusuk Gigi
06/30/2023 08:03:00,08:03:00 AM,252,Sterofoam Nasi
06/30/2023 09:32:00,09:32:00 AM,253,Roman
06/30/2023 09:32:00,09:32:00 AM,253,Roman
06/30/2023 09:32:00,09:32:00 AM,253,Vanili Pepaya
06/30/2023 09:35:00,09:35:00 AM,254,Wayang 14x25x05
06/30/2023 09:35:00,09:35:00 AM,254,Wayang 17x30x05
07/01/2023 08:10:00,08:10:00 AM,255,Plastik Tomat 10x30
07/01/2023 08:11:00,08:11:00 AM,256,Kresek Tomat 15
07/01/2023 08:11:00,08:11:00 AM,256,Kresek Tomat 24
07/01/2023 09:28:00,09:28:00 AM,257,Diamond Coklat Blok
07/01/2023 09:28:00,09:28:00 AM,257,Diamond UHT 1L
07/01/2023 09:28:00,09:28:00 AM,257,Wincheez
07/01/2023 09:28:00,09:28:00 AM,257,Glaze Coklat
07/01/2023 17:33:00,05:33:00 PM,258,Wayang 12x25x05
07/01/2023 17:33:00,05:33:00 PM,258,Isi Hekter
07/02/2023 09:02:00,09:02:00 AM,259,Glaze Coklat
07/02/2023 09:02:00,09:02:00 AM,259,Glaze Tiramisu
07/02/2023 09:10:00,09:10:00 AM,260,Maizenaku
07/02/2023 09:25:00,09:25:00 AM,261,Garpu Kue
07/02/2023 09:26:00,09:26:00 AM,262,Trash Bag uk 90x120
07/02/2023 10:43:00,10:43:00 AM,263,Tusuk Sate Panjang
07/02/2023 12:59:00,12:59:00 PM,264,Bader 15x30
07/02/2023 12:59:00,12:59:00 PM,264,Bader 15x30
07/02/2023 12:59:00,12:59:00 PM,264,Kertas Nasi Gulung
07/02/2023 12:59:00,12:59:00 PM,264,Kertas Nasi Gulung
07/02/2023 12:59:00,12:59:00 PM,264,Kertas Nasi Gulung
07/02/2023 16:29:00,04:29:00 PM,265,Wayang 10x15x05
07/02/2023 16:29:00,04:29:00 PM,265,Digimon 1 Gelas
07/02/2023 17:20:00,05:20:00 PM,266,Mika Bolu Uk 22
07/02/2023 17:20:00,05:20:00 PM,266,Mika Bolu Uk 22
07/02/2023 17:20:00,05:20:00 PM,266,Pasta Pandan
07/02/2023 17:20:00,05:20:00 PM,266,Bader 15x30
07/02/2023 17:20:00,05:20:00 PM,266,Bader 15x30
07/02/2023 17:20:00,05:20:00 PM,266,Bader 15x30
07/03/2023 06:57:00,06:57:00 AM,267,Selai Coklat Biasa 250gr
07/03/2023 06:58:00,06:58:00 AM,268,Cup 10 Pendek
07/03/2023 07:56:00,07:56:00 AM,269,Sterofoam Bubur
07/03/2023 14:14:00,02:14:00 PM,270,Mika 7c
07/03/2023 14:14:00,02:14:00 PM,270,Seres Kiloan/250gr
07/03/2023 15:49:00,03:49:00 PM,271,Cup 14 Oz
07/03/2023 17:23:00,05:23:00 PM,272,Sterofoam Mangkok Besar
07/03/2023 17:23:00,05:23:00 PM,272,Sterofoam Seblak
07/03/2023 17:23:00,05:23:00 PM,272,Bader 10x20
07/03/2023 17:23:00,05:23:00 PM,272,Bader 12x25
07/03/2023 17:23:00,05:23:00 PM,272,Selai Coklat Biasa 250gr
07/03/2023 17:23:00,05:23:00 PM,272,Tepung Roti 250gr
07/03/2023 17:37:00,05:37:00 PM,273,Tusuk Gigi
07/03/2023 17:37:00,05:37:00 PM,273,Mika 4xc
07/03/2023 17:39:00,05:39:00 PM,274,Wayang 11x25x05
07/03/2023 17:39:00,05:39:00 PM,274,Wayang 11x25x05
07/03/2023 18:23:00,06:23:00 PM,275,Tepung Roti 250gr
07/03/2023 18:23:00,06:23:00 PM,275,Tusuk Sate Pendek
07/03/2023 18:23:00,06:23:00 PM,275,Selai Coklat Biasa 250gr
07/04/2023 07:15:00,07:15:00 AM,276,Whippy Haan
07/04/2023 07:15:00,07:15:00 AM,276,Sendok Makan Bening
07/04/2023 07:15:00,07:15:00 AM,276,Wincheez
07/04/2023 07:15:00,07:15:00 AM,276,Kresek Tomat 15
07/04/2023 07:38:00,07:38:00 AM,277,Tepung Tapioka
07/04/2023 07:38:00,07:38:00 AM,277,Segitiga Biru Kiloan 1kg
07/04/2023 07:38:00,07:38:00 AM,277,Selai Coklat Biasa 250gr
07/04/2023 07:38:00,07:38:00 AM,277,Fermipan Sachet
07/04/2023 07:41:00,07:41:00 AM,278,Kresek Tomat 15
07/04/2023 07:41:00,07:41:00 AM,278,Bader 10x20
07/04/2023 07:41:00,07:41:00 AM,278,Bader 10x20
07/04/2023 07:57:00,07:57:00 AM,279,Cup Ager 130ml
07/04/2023 07:57:00,07:57:00 AM,279,Wincheez
07/04/2023 07:57:00,07:57:00 AM,279,Sendok Puding
07/04/2023 09:16:00,09:16:00 AM,280,Dancow Sachet
07/04/2023 09:16:00,09:16:00 AM,280,Dancow Sachet
07/04/2023 10:50:00,10:50:00 AM,281,Dairy Champ
07/04/2023 10:51:00,10:51:00 AM,282,Standing Pouch Uk 10
07/04/2023 10:55:00,10:55:00 AM,282,Cup Bryan
07/04/2023 14:20:00,02:20:00 PM,283,Sterofoam Bubur
07/04/2023 16:50:00,04:50:00 PM,284,Wayang 12x25x05
07/04/2023 16:50:00,04:50:00 PM,284,Wayang 14x25x05
07/04/2023 18:06:00,06:06:00 PM,285,Bader 15x30
07/04/2023 18:06:00,06:06:00 PM,285,Bader 15x30
07/04/2023 18:28:00,06:28:00 PM,286,Wayang 14x25x05
07/04/2023 18:28:00,06:28:00 PM,286,Wayang 20x35x05
07/05/2023 09:58:00,09:58:00 AM,287,Buldozer 15 Hitam
07/05/2023 10:01:00,10:01:00 AM,288,Sagu Mutiara
07/05/2023 10:01:00,10:01:00 AM,288,Sagu Mutiara
07/05/2023 10:01:00,10:01:00 AM,288,Sagu Mutiara
07/05/2023 10:01:00,10:01:00 AM,288,Pewarna Merah Cabe
07/05/2023 11:23:00,11:23:00 AM,289,Sedotan Pop Ice
07/05/2023 17:52:00,05:52:00 PM,290,Wayang 20x35x05
07/05/2023 18:24:00,06:24:00 PM,291,Claris Merah
07/05/2023 18:24:00,06:24:00 PM,291,Karet Merah
07/06/2023 06:34:00,06:34:00 AM,292,Blueband Master 250gr
07/06/2023 06:34:00,06:34:00 AM,292,Vanhoutten
07/06/2023 07:26:00,07:26:00 AM,293,Selai Coklat Biasa 250gr
07/06/2023 07:27:00,07:27:00 AM,294,Tusuk Sate Panjang
07/06/2023 07:27:00,07:27:00 AM,294,Tusuk Sate Panjang
07/06/2023 07:27:00,07:27:00 AM,294,Tusuk Sate Panjang
07/06/2023 07:46:00,07:46:00 AM,295,Plastik Tomat 10x30
07/06/2023 07:48:00,07:48:00 AM,296,Digimon 1 Gelas
07/06/2023 07:48:00,07:48:00 AM,296,Digimon 1 Gelas
07/06/2023 07:48:00,07:48:00 AM,296,Digimon 1 Gelas
07/06/2023 07:48:00,07:48:00 AM,296,Digimon 1 Gelas
07/06/2023 07:49:00,07:49:00 AM,297,Forvita 500gr
07/06/2023 07:49:00,07:49:00 AM,297,Plastik Klip 5x8
07/06/2023 07:51:00,07:51:00 AM,298,Sterofoam Seblak
07/06/2023 07:51:00,07:51:00 AM,298,Wincheez
07/06/2023 08:35:00,08:35:00 AM,299,Tutup Cembung
07/06/2023 08:35:00,08:35:00 AM,299,Tutup Cup Ager
07/06/2023 08:35:00,08:35:00 AM,299,Digimon 1 Gelas
07/06/2023 08:35:00,08:35:00 AM,299,Cup 14 Oz
07/06/2023 19:31:00,07:31:00 PM,300,Cup 16 Oz
07/06/2023 19:31:00,07:31:00 PM,300,Sterofoam Mangkok Besar
07/06/2023 19:31:00,07:31:00 PM,300,Sterofoam Seblak
07/07/2023 08:27:00,08:27:00 AM,301,Kresek Tomat 15
07/07/2023 08:43:00,08:43:00 AM,302,Karet Merah
07/07/2023 08:44:00,08:44:00 AM,303,Tusuk Gigi
07/07/2023 08:44:00,08:44:00 AM,303,Tusuk Gigi
07/07/2023 08:44:00,08:44:00 AM,303,Terigu Biasa
07/07/2023 08:48:00,08:48:00 AM,304,Nutrijel Kelapa
07/07/2023 08:48:00,08:48:00 AM,304,Nutrijel Kelapa
07/07/2023 08:48:00,08:48:00 AM,304,Nutrijel Kelapa
07/07/2023 08:48:00,08:48:00 AM,304,Nutrijel Kelapa
07/07/2023 08:48:00,08:48:00 AM,304,Nutrijel Melon
07/07/2023 08:48:00,08:48:00 AM,304,Nutrijel Melon
07/07/2023 08:48:00,08:48:00 AM,304,Nutrijel Cingcau
07/07/2023 08:48:00,08:48:00 AM,304,Nutrijel Cingcau
07/07/2023 08:48:00,08:48:00 AM,304,Evaporasi F&N
07/07/2023 08:48:00,08:48:00 AM,304,Evaporasi F&N
07/07/2023 08:48:00,08:48:00 AM,304,Evaporasi F&N
07/07/2023 08:48:00,08:48:00 AM,304,Evaporasi F&N
07/07/2023 08:48:00,08:48:00 AM,304,Evaporasi F&N
07/07/2023 08:48:00,08:48:00 AM,304,Evaporasi F&N
07/07/2023 10:23:00,10:23:00 AM,305,Cup Bryan
07/07/2023 13:58:00,01:58:00 PM,306,Wayang 14x25x05
07/07/2023 13:58:00,01:58:00 PM,306,Sterofoam Mangkok Besar
07/07/2023 13:59:00,01:59:00 PM,307,Wayang 10x15x05
07/07/2023 13:59:00,01:59:00 PM,307,Wayang 12x15x05
07/07/2023 14:37:00,02:37:00 PM,308,Wincheez
07/07/2023 17:48:00,05:48:00 PM,309,Mika 7c
07/07/2023 17:48:00,05:48:00 PM,309,Mika 7c
07/07/2023 17:48:00,05:48:00 PM,309,Baking Powder
07/07/2023 17:48:00,05:48:00 PM,309,Bader 15x30
07/07/2023 17:48:00,05:48:00 PM,309,Bader 15x30
07/07/2023 17:48:00,05:48:00 PM,309,Pasta Pandan
07/07/2023 19:07:00,07:07:00 PM,310,Mika 3x
07/07/2023 19:42:00,07:42:00 PM,311,Forvita 500gr
07/07/2023 19:42:00,07:42:00 PM,311,Fermipan Sachet
07/08/2023 09:05:00,09:05:00 AM,312,Selai Coklat Biasa 250gr
07/08/2023 09:06:00,09:06:00 AM,313,Selai Coklat Biasa 250gr
07/08/2023 09:06:00,09:06:00 AM,313,Sterofoam Mangkok Besar
07/08/2023 09:06:00,09:06:00 AM,313,Sterofoam Seblak
07/08/2023 09:06:00,09:06:00 AM,313,Bader 10x20
07/08/2023 09:06:00,09:06:00 AM,313,Bader 12x25
07/08/2023 11:15:00,11:15:00 AM,314,Tepung Tapioka
07/08/2023 11:15:00,11:15:00 AM,314,Tepung Tapioka
07/08/2023 11:27:00,11:27:00 AM,315,Wayang 14x25x05
07/08/2023 11:27:00,11:27:00 AM,315,Wayang 17x30x05
07/08/2023 11:58:00,11:58:00 AM,316,Diamond Coklat Blok
07/08/2023 13:57:00,01:57:00 PM,317,Tepung Tapioka
07/08/2023 13:57:00,01:57:00 PM,317,Tepung Tapioka
07/08/2023 13:57:00,01:57:00 PM,317,Tepung Tapioka
07/08/2023 13:57:00,01:57:00 PM,317,Sterofoam Bubur
07/08/2023 13:57:00,01:57:00 PM,317,Sterofoam Seblak
07/08/2023 13:58:00,01:58:00 PM,318,Thinwall 500ml
07/08/2023 13:59:00,01:59:00 PM,319,Claris Merah
07/08/2023 13:59:00,01:59:00 PM,319,Segitiga Biru Kemasan 1kg
07/08/2023 15:27:00,03:27:00 PM,320,Tusuk Sate Panjang
07/08/2023 15:32:00,03:32:00 PM,321,Selasih
07/08/2023 18:23:00,06:23:00 PM,322,Mika Bolu Kotak Uk 22
07/08/2023 18:23:00,06:23:00 PM,322,Mika Bolu Kotak Uk 22
07/08/2023 18:23:00,06:23:00 PM,322,Mika Bolu Kotak Uk 22
07/08/2023 19:39:00,07:39:00 PM,323,Cup Ulir
07/09/2023 11:52:00,11:52:00 AM,324,Sterofoam Bubur
